source_id,title,url_or_path,source_type,published_at,accessed_at,commit_sha,license,relevance,notes
SRC-106,LangSmith evaluation,https://docs.langchain.com/langsmith/evaluation,official product documentation,current,2026-07-13,0bb71a94021d0310c7e89a2eebe3ce8717eb5c1e,platform proprietary; SDK MIT,Agent evaluation lifecycle,Principal claims: Traces; datasets; offline and online evaluators; feedback experiments | Modality notes: Vendor-reported; trace is not replay
SRC-107,LangSmith self-hosting,https://docs.langchain.com/langsmith/self-hosted,official product documentation,current,2026-07-13,"",enterprise proprietary,Deployment,Principal claims: Enterprise UI API queue ACE with ClickHouse; Postgres; Redis; object storage | Modality notes: Vendor-reported deployment
SRC-108,Braintrust evaluate,https://www.braintrust.dev/docs/evaluate,official product documentation,current,2026-07-13,e7d182fc7429cf202cc5f9ad973bec72d5ce0072,platform proprietary; JS SDK Apache-2.0,Agent evaluation,Principal claims: Dataset plus task plus score; immutable experiments; ground-truth caveat | Modality notes: Vendor-reported behavior
SRC-109,Phoenix documentation,https://arize.com/docs/phoenix,official project documentation,current,2026-07-13,06bbbe9a07b578f96da0882cb3ee4d2490f1bd30,Elastic License 2.0,Agent observability and eval,Principal claims: OpenTelemetry and OpenInference traces; evaluations; datasets; ATIF trajectories | Modality notes: Observed license and source; behavior not executed
SRC-110,Phoenix,https://github.com/Arize-ai/phoenix,public source repository,2026-07-13,2026-07-13,06bbbe9a07b578f96da0882cb3ee4d2490f1bd30,Elastic License 2.0,Trace interchange,Principal claims: Deterministic or idempotent span IDs and ATIF support | Modality notes: Observed artifact; not OSI open source
SRC-111,Langfuse,https://github.com/langfuse/langfuse,public source repository,2026-07-13,2026-07-13,32299eff8ea498b2efbd2e9d3a61396a4766e122,MIT core; enterprise directories separate,Agent observability,Principal claims: OTEL traces; prompts; evals; datasets; self-hosted open core | Modality notes: Observed source and mixed license
SRC-112,Langfuse documentation,https://langfuse.com/docs,official project documentation,current,2026-07-13,32299eff8ea498b2efbd2e9d3a61396a4766e122,MIT core and commercial enterprise,Agent observability,Principal claims: Graph traces; evaluations and experiment lifecycle | Modality notes: Reported project behavior
SRC-113,Credo AI product,https://www.credo.ai/product,official product page,current,2026-07-13,"",proprietary platform,AI governance,Principal claims: Registry; control libraries; policy to code; runtime evidence claims | Modality notes: Vendor claim; runtime maturity unresolved
SRC-114,GAIA general availability,https://www.credo.ai/blog/announcing-general-availability-of-govern-ai-assistant-gaia-credo-ais-ai-governance-agent,official company announcement,2026-05-13,2026-07-13,"",proprietary platform,Current roadmap,Principal claims: GAIA described as first roadmap release; runtime governance next | Modality notes: Issuer report and counterevidence
SRC-115,MiroFish,https://github.com/666ghj/MiroFish,public source repository,2026-05-25,2026-07-14,96096ea0ff42b1a30cbc41a1560b8c91090f9968,AGPL-3.0,Scenario workbench,"Principal claims: Seed-to-graph-to-persona-to-OASIS-to-report workflow; per-round action logs; ordinary JSON state | Modality notes: Pinned source inspected; live LLM and Zep workflow not executed"
SRC-116,OASIS,https://github.com/camel-ai/oasis,public source repository,2026-07-10,2026-07-14,7234ac32589499ffb493e053f36d4de82aec8f43,Apache-2.0,Social simulation interfaces,"Principal claims: Environment action recommender and interview interfaces plus manual-action support usable for Dharma-designed interventions; test inventory present | Modality notes: Pinned source inspected; scale and realism not reproduced"
SRC-117,OASIS paper,https://arxiv.org/abs/2411.11581,research preprint,2024-11-18,2026-07-14,"",paper terms apply,Social simulation evidence,"Principal claims: Authors report up to one million agents and reproduction of selected social phenomena | Modality notes: Author-reported preprint; results not independently reproduced"
SRC-118,OpenTelemetry overview,https://opentelemetry.io/docs/specs/otel/overview/,official specification,current,2026-07-14,"",Apache-2.0 project,Telemetry data model,"Principal claims: Traces form causal graphs through parent and link relationships; signals are telemetry | Modality notes: Normative/project specification"
SRC-119,OpenTelemetry Collector,https://opentelemetry.io/docs/collector/,official documentation,current,2026-07-14,"",Apache-2.0 project,Telemetry membrane,"Principal claims: Vendor-neutral receive process and export pipeline | Modality notes: Official project documentation; no Dharma deployment executed"
SRC-120,OpenTelemetry agent-to-gateway,https://opentelemetry.io/docs/collector/deploy/other/agent-to-gateway/,official documentation,current,2026-07-14,"",Apache-2.0 project,Tail-sampling topology,"Principal claims: Trace-consistent tail sampling requires all spans for a trace to reach the same decision point | Modality notes: Official operational guidance"
SRC-121,OpenTelemetry GenAI semantic conventions,https://github.com/open-telemetry/semantic-conventions-genai,public source repository,2026-07-08,2026-07-14,63f8200eee093730ce845d26ce2aafb621b0807e,Apache-2.0,GenAI telemetry schema,"Principal claims: Current provider key is gen_ai.provider.name and convention status remains Development | Modality notes: Pinned source inspected; schema churn expected"
SRC-122,OpenInference,https://github.com/Arize-ai/openinference,public source repository,2026-07-14,2026-07-14,3f8994b70dd2b0595f3bad5c6698896384cdd613,Apache-2.0,Agent telemetry schema,"Principal claims: Cross-framework semantic conventions and instrumentation for model agent tool and evaluation traces | Modality notes: Pinned public source; integrations not executed"
SRC-123,Harbor Agent Trajectory Interchange Format,https://github.com/harbor-framework/harbor/blob/16a510cecbda385d9d98b50d5096d7c36378f95a/rfcs/0001-trajectory-format.md,public RFC,current,2026-07-14,16a510cecbda385d9d98b50d5096d7c36378f95a,Apache-2.0,Trajectory interchange,"Principal claims: Portable ordered agent user tool and observation trajectory with costs and extensible metadata | Modality notes: Commit-pinned RFC inspected; portability is not proof authority"
SRC-124,Temporal history service,https://github.com/temporalio/temporal/blob/710be0d0e30cf578df910235c048e474768a5565/docs/architecture/history-service.md,official project architecture,current,2026-07-14,710be0d0e30cf578df910235c048e474768a5565,MIT,Durable workflow history,"Principal claims: Append-only workflow event history is separated from mutable visibility and supports deterministic orchestration replay | Modality notes: Commit-pinned architecture source; no Temporal deployment executed"
SRC-125,Honeycomb BubbleUp,https://docs.honeycomb.io/investigate/analyze/identify-outliers/,official product documentation,current,2026-07-14,"",proprietary SaaS,Cohort anomaly analysis,"Principal claims: Compare selected anomalous events with baseline and rank differentiating dimensions | Modality notes: Vendor-reported method; output treated only as hypothesis"
SRC-126,Grafana Tempo TraceQL,https://grafana.com/docs/tempo/latest/traceql/,official project documentation,current,2026-07-14,"",AGPL-3.0 project,Trace query,"Principal claims: Structural and attribute queries over distributed traces | Modality notes: Official documentation; no backend deployed"
SRC-127,ClickStack Event Deltas,https://clickhouse.com/blog/faster-root-cause-for-slow-traces-with-clickstack-event-deltas,official company engineering post,2026-06-30,2026-07-14,"",component licenses vary,Cohort anomaly analysis,"Principal claims: Foreground-versus-baseline field-distribution comparison for trace root-cause hypotheses | Modality notes: Vendor-authored method; performance claims not independently benchmarked"
SRC-128,Google SRE alerting on SLOs,https://sre.google/workbook/alerting-on-slos/,official engineering guidance,2018,2026-07-14,"",documentation terms apply,SLO alerting,"Principal claims: Multi-window multi-burn-rate alert patterns balance detection and precision | Modality notes: Primary engineering guidance; adaptation requires Dharma-specific SLIs"
SRC-129,Cilium Hubble overview,https://docs.cilium.io/en/stable/observability/hubble/index.html,official project documentation,current,2026-07-14,"",Apache-2.0 project,Ambient network witness,"Principal claims: eBPF-based network flow visibility for Cilium environments | Modality notes: Platform-specific official documentation; no Linux target executed"
SRC-130,Cilium Hubble metrics,https://docs.cilium.io/en/stable/observability/metrics/,official project documentation,current,2026-07-14,"",Apache-2.0 project,Telemetry completeness,"Principal claims: Metrics include lost-event accounting | Modality notes: Loss makes absence non-probative"
SRC-131,Tetragon overview,https://tetragon.io/docs/overview/,official project documentation,current,2026-07-14,"",Apache-2.0 project,Runtime boundary witness,"Principal claims: eBPF process syscall file and network observability and enforcement on Linux | Modality notes: Privileged and platform-specific; no deployment executed"
SRC-132,Pyroscope span profiles,https://grafana.com/docs/pyroscope/latest/configure-client/trace-span-profiles/,official project documentation,current,2026-07-14,"",AGPL-3.0 project,Trace-linked profiling,"Principal claims: Correlates trace spans with profiling data for resource diagnosis | Modality notes: Performance evidence is not correctness evidence"
