preserve/sandbox-uniques-2026-06-24	origin/preserve/sandbox-uniques-2026-06-24	326b38dc8	2026-06-24 21:41:17 +0900	preserve: rescue 6 unique-to-sandbox files from recover/dharma-capital tree
qwen/spine-adoption	origin/qwen/spine-adoption	d87edb5d4	2026-06-13 11:54:19 +0900	ummm, just randomly starting a new codex chat and it happened to be in qwen, if anyone sees this find out what is not clean and metabolized from qwen and next time clean it up and see if we can close the branch if it is backed up and saved on main
ratchet/loop-phases-1-3	origin/main	ca2518b67	2026-06-30 00:44:00 +0900	test(loop): add VAL-CI-003 fail-closed gate test for Phase-0 F1 marker strictness
ratchet/phase0-tv01		ca5878e29	2026-06-26 00:48:15 +0900	gov(tv01): ratchet F1/F2/F3 slop classes into deterministic gates
recover/dharma-capital-2026-06-24	origin/recover/dharma-capital-2026-06-24	01d22b94f	2026-06-26 09:49:38 +0900	capital_lab: checkpoint read-only agni bridge
repair/pr-325-toolbelt	origin/codex/toolbelt-onboarding	548123e10	2026-05-24 19:30:26 +0800	Merge remote-tracking branch 'origin/main' into repair/pr-325-toolbelt
repair/pr413-docops-rebase	origin/perplexity-grounding/1780286494-auto-grounded	b1cd7076b	2026-06-04 22:19:33 +0900	research(palantir-ontology): auto-grounding for PR#409 — gaps surfaced
repair/pr674-track-closure-gate-20260624	origin/chore/reconcile-records-2026-06-22	ebccfb1e2	2026-06-24 07:18:31 +0900	ci: fetch history for pytest ancestry checks [impact-checked]
research/moltbook-investigation	origin/main	2b6c3776a	2026-05-20 17:24:37 +0800	docs(research): round 1 follow-up — R_V calibration, schemas, corrections log
research/persistent-agents-2026-05	origin/research/persistent-agents-2026-05	39291ad3d	2026-05-20 19:16:49 +0800	Add persistent agents landscape survey
research/persistent-agents-deepdive-2026-05		39291ad3d	2026-05-20 19:16:49 +0800	Add persistent agents landscape survey
review-pr393c	origin/main	11647bcc5	2026-06-01 22:35:53 +0800	chore(inter-agent): restack outbound responses after ops refresh
review-pr411b	origin/main	ff8cd9e36	2026-06-01 22:35:53 +0800	chore(inter-agent): restack inbound status after ops refresh
review/interop-fleet-2026-05-12		58e809eef	2026-05-12 23:10:34 +0800	chore(interop): park fleet interop control surface [impact-checked]
review/memory-knowledge-2026-05-12		479528df5	2026-05-13 17:19:20 +0800	chore(memory): preserve context admission residue [impact-checked]
review/root-governance-residue-2026-05-12		af374d108	2026-05-12 23:10:57 +0800	chore(governance): park root cleanup residue [impact-checked]
routing-lane-source		ddcd720b2	2026-05-06 23:03:08 +0800	feat(cron): add shakti executive handler
rss/FU-CONDUCTOR-MALFORMED-DB		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-CONDUCTOR-UTF8		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-CQ-PASSPORT-COUNT		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-CRON-HANDLERS		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-GOV-MODULE-BUDGET		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SEAM-KEY-CONTRACT		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SMOKE-PROFILE-ENUM		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SMOKE-SLEEPCYCLE-SIG		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SPINE-CORRELATION-JOIN		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SPINE-DB-PATH		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-STIG-SCHEMA-BACKEND		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-STIG-WRITE-PATH		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-SUBPROC-NULLBYTE		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-TOOL-LOOP-CONVERGE		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-WIRE-MINIMAX		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-WIRE-XAI		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
rss/FU-WIRE-ZAI		4bb47aedd	2026-06-03 06:09:48 +0800	docs(operator-os): close eight-hour mission
runtime-truth/nats-rebuild-preflight-20260618	origin/main	86418541a	2026-06-18 23:40:06 +0900	Merge pull request #633 from AmitabhainArunachala/devin/1781768310-stop-noise-prs-automerge-botpr
sattva/quality-ratchet-2026-06	origin/sattva/quality-ratchet-2026-06	989f765b6	2026-06-13 00:41:25 +0900	docs(quality): reconcile draft track with landed assurance boundary
scratch/cockpit-grafana-static-20260626		69506fc80	2026-06-24 13:20:05 +0900	recover: snapshot L4 holon substrate + orchestrate (rescue uncommitted work)
scratch/mandala-cockpit-v1-20260624		63c4937b3	2026-06-24 00:19:47 +0900	fix(cockpit): satisfy manifest, Rule 10, and cockpit route tests [impact_checked] [large_diff_ack]
slice/roast-skill	origin/slice/roast-skill	5288c8ea5	2026-06-28 01:32:32 +0900	feat(skills): land the roast anti-sycophancy council skill
spec/shakti-ginko-organ	origin/spec/shakti-ginko-organ	22951df4b	2026-05-20 19:00:46 +0800	fix(docops): register 3 new architecture docs in canonical_guard
spine-adoption/slice-b-adapter-saturation	origin/main	6c793fabd	2026-06-02 02:45:54 +0800	chore(spine): tighten slice B runlog wording [impact-checked]
spine-adoption/slice-c-mapping-receipts	origin/main	71120f9f4	2026-06-02 02:45:54 +0800	chore(spine): tighten slice C runlog wording [impact-checked]
tam/operator-seed-v1	origin/main	799f30400	2026-06-12 13:31:46 +0900	docs(plans): DHARMA_A2A retention proposal + outbound A2A reply packet (janitor lane) (#568)
telos-ai-seed-2026-06-13	origin/main	7217fbe1e	2026-06-13 12:57:41 +0900	audit(telos-ai): substrate feasibility pass v0 (concept; seed not yet written)
telos-ai-seed-v0-from-sandbox	origin/telos-ai-seed-v0-from-sandbox	cd610be3c	2026-06-19 00:52:44 +0900	docs(adr): ADR-009 Holarchy of Standing Holons + Falsifiable Internal Coherence
telosproof-v0-advisory-spike		634495425	2026-05-30 13:40:31 +0800	TelosProof v0: advisory proof-carrying-telos gate (prove the body, not the ghost)
telosproof-v1-verification-substrate		c8efcff28	2026-05-30 16:04:58 +0800	TelosProof v1 (increment 2): mutation-kill suite + close the aliased-import false-negative
trust-build-compass		a3ea1ee9a	2026-06-06 13:46:24 +0900	doctrine(governance): implement multi-track with parallel_lane_policy (v2 schema)
wip/orphaned-m2-m3-headstart		07fa0be4f	2026-06-27 23:00:46 +0900	wip: orphaned M2/M3 head-start work (DroidBackend/ApiBackend, wire_ci_gate, loop-ratchet-gates, stage-script rewires) — preserved from interrupted session; M2/M3 will be built fresh with TDD
worktree-research-integration		f0158968a	2026-04-10 23:55:09 +0800	feat: research-informed evolution — 4 new modules + full integration
